id,stcnttr,name,addr,level,dist,score
Census Tract 158.01,Census Tract 158.01,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.61 miles,Compare
Census Tract 158.01,Census Tract 158.01,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.64 miles,Compare
Census Tract 158.01,Census Tract 158.01,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.01 miles,8
Census Tract 158.01,Census Tract 158.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.4 miles,8
Census Tract 158.01,Census Tract 158.01,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.75 miles,4
Census Tract 158.01,Census Tract 158.01,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.12 miles,Compare
Census Tract 158.01,Census Tract 158.01,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.15 miles,7
Census Tract 158.01,Census Tract 158.01,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.32 miles,3
Census Tract 158.01,Census Tract 158.01,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.34 miles,10
Census Tract 158.01,Census Tract 158.01,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.34 miles,3
Census Tract 158.01,Census Tract 158.01,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.6 miles,5
Census Tract 158.02,Census Tract 158.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.29 miles,Compare
Census Tract 158.02,Census Tract 158.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.42 miles,8
Census Tract 158.02,Census Tract 158.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.87 miles,Compare
Census Tract 158.02,Census Tract 158.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.32 miles,5
Census Tract 158.02,Census Tract 158.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.32 miles,3
Census Tract 158.02,Census Tract 158.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.78 miles,Compare
Census Tract 158.02,Census Tract 158.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.83 miles,3
Census Tract 158.02,Census Tract 158.02,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.93 miles,8
Census Tract 158.02,Census Tract 158.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.24 miles,Compare
Census Tract 158.02,Census Tract 158.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.32 miles,10
Census Tract 158.02,Census Tract 158.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.32 miles,5
Census Tract 158.02,Census Tract 158.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.35 miles,4
Census Tract 158.02,Census Tract 158.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.47 miles,Compare
Census Tract 158.02,Census Tract 158.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.52 miles,Compare
Census Tract 158.02,Census Tract 158.02,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,2.93 miles,8
Census Tract 158.02,Census Tract 158.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.18 miles,8
Census Tract 158.02,Census Tract 158.02,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.57 miles,4
Census Tract 158.02,Census Tract 158.02,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,3.86 miles,Compare
Census Tract 158.02,Census Tract 158.02,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,3.89 miles,7
Census Tract 158.02,Census Tract 158.02,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.09 miles,10
Census Tract 158.02,Census Tract 158.02,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.1 miles,3
Census Tract 158.02,Census Tract 158.02,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.12 miles,3
Census Tract 158.02,Census Tract 158.02,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.39 miles,5
Census Tract 159,Census Tract 159,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.41 miles,Compare
Census Tract 159,Census Tract 159,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.64 miles,Compare
Census Tract 159,Census Tract 159,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.94 miles,8
Census Tract 159,Census Tract 159,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.37 miles,Compare
Census Tract 159,Census Tract 159,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.4 miles,8
Census Tract 159,Census Tract 159,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.55 miles,5
Census Tract 159,Census Tract 159,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.55 miles,3
Census Tract 159,Census Tract 159,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.85 miles,3
Census Tract 159,Census Tract 159,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.09 miles,Compare
Census Tract 159,Census Tract 159,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.17 miles,4
Census Tract 159,Census Tract 159,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.52 miles,Compare
Census Tract 159,Census Tract 159,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.86 miles,10
Census Tract 159,Census Tract 159,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.86 miles,5
Census Tract 159,Census Tract 159,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.09 miles,Compare
Census Tract 159,Census Tract 159,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.48 miles,8
Census Tract 159,Census Tract 159,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.65 miles,4
Census Tract 159,Census Tract 159,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.82 miles,8
Census Tract 159,Census Tract 159,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.3 miles,Compare
Census Tract 159,Census Tract 159,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.32 miles,7
Census Tract 159,Census Tract 159,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.43 miles,3
Census Tract 159,Census Tract 159,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.57 miles,5
Census Tract 159,Census Tract 159,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.72 miles,10
Census Tract 159,Census Tract 159,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.77 miles,3
Census Tract 160,Census Tract 160,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.15 miles,Compare
Census Tract 160,Census Tract 160,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.81 miles,Compare
Census Tract 160,Census Tract 160,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.02 miles,Compare
Census Tract 160,Census Tract 160,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.28 miles,8
Census Tract 160,Census Tract 160,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.46 miles,8
Census Tract 160,Census Tract 160,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.48 miles,5
Census Tract 160,Census Tract 160,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.48 miles,3
Census Tract 160,Census Tract 160,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.64 miles,3
Census Tract 160,Census Tract 160,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.81 miles,Compare
Census Tract 160,Census Tract 160,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.86 miles,4
Census Tract 160,Census Tract 160,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.31 miles,Compare
Census Tract 160,Census Tract 160,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.95 miles,10
Census Tract 160,Census Tract 160,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.95 miles,5
Census Tract 160,Census Tract 160,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.43 miles,Compare
Census Tract 160,Census Tract 160,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.44 miles,4
Census Tract 160,Census Tract 160,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.83 miles,8
Census Tract 160,Census Tract 160,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.05 miles,8
Census Tract 160,Census Tract 160,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.28 miles,Compare
Census Tract 160,Census Tract 160,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.3 miles,7
Census Tract 160,Census Tract 160,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.34 miles,3
Census Tract 160,Census Tract 160,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.4 miles,5
Census Tract 160,Census Tract 160,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.89 miles,10
Census Tract 161,Census Tract 161,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.32 miles,Compare
Census Tract 161,Census Tract 161,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.45 miles,Compare
Census Tract 161,Census Tract 161,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.93 miles,8
Census Tract 161,Census Tract 161,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.27 miles,Compare
Census Tract 161,Census Tract 161,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.3 miles,5
Census Tract 161,Census Tract 161,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.3 miles,3
Census Tract 161,Census Tract 161,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.61 miles,3
Census Tract 161,Census Tract 161,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.65 miles,8
Census Tract 161,Census Tract 161,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.89 miles,Compare
Census Tract 161,Census Tract 161,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.98 miles,4
Census Tract 161,Census Tract 161,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.28 miles,Compare
Census Tract 161,Census Tract 161,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.64 miles,10
Census Tract 161,Census Tract 161,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.64 miles,5
Census Tract 161,Census Tract 161,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.07 miles,Compare
Census Tract 161,Census Tract 161,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.41 miles,4
Census Tract 161,Census Tract 161,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.48 miles,8
Census Tract 161,Census Tract 161,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.68 miles,8
Census Tract 161,Census Tract 161,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.05 miles,Compare
Census Tract 161,Census Tract 161,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.07 miles,7
Census Tract 161,Census Tract 161,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.17 miles,3
Census Tract 161,Census Tract 161,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.32 miles,5
Census Tract 161,Census Tract 161,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.54 miles,10
Census Tract 161,Census Tract 161,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.64 miles,3
Census Tract 162,Census Tract 162,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.21 miles,Compare
Census Tract 162,Census Tract 162,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.64 miles,Compare
Census Tract 162,Census Tract 162,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,0.92 miles,Compare
Census Tract 162,Census Tract 162,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.12 miles,5
Census Tract 162,Census Tract 162,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.12 miles,3
Census Tract 162,Census Tract 162,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.27 miles,8
Census Tract 162,Census Tract 162,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.3 miles,3
Census Tract 162,Census Tract 162,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.53 miles,Compare
Census Tract 162,Census Tract 162,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.61 miles,4
Census Tract 162,Census Tract 162,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.82 miles,8
Census Tract 162,Census Tract 162,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,1.97 miles,Compare
Census Tract 162,Census Tract 162,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.63 miles,10
Census Tract 162,Census Tract 162,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.63 miles,5
Census Tract 162,Census Tract 162,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.11 miles,4
Census Tract 162,Census Tract 162,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.38 miles,Compare
Census Tract 162,Census Tract 162,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.8 miles,8
Census Tract 162,Census Tract 162,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.82 miles,8
Census Tract 162,Census Tract 162,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,3.93 miles,Compare
Census Tract 162,Census Tract 162,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,3.94 miles,7
Census Tract 162,Census Tract 162,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,3.98 miles,3
Census Tract 162,Census Tract 162,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.05 miles,5
Census Tract 162,Census Tract 162,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.62 miles,10
Census Tract 162,Census Tract 162,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.82 miles,3
Census Tract 163,Census Tract 163,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.27 miles,Compare
Census Tract 163,Census Tract 163,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.47 miles,Compare
Census Tract 163,Census Tract 163,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.93 miles,8
Census Tract 163,Census Tract 163,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.03 miles,5
Census Tract 163,Census Tract 163,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.03 miles,3
Census Tract 163,Census Tract 163,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.28 miles,Compare
Census Tract 163,Census Tract 163,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.4 miles,3
Census Tract 163,Census Tract 163,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.75 miles,Compare
Census Tract 163,Census Tract 163,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.85 miles,4
Census Tract 163,Census Tract 163,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.92 miles,8
Census Tract 163,Census Tract 163,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.07 miles,Compare
Census Tract 163,Census Tract 163,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.38 miles,10
Census Tract 163,Census Tract 163,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.38 miles,5
Census Tract 163,Census Tract 163,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.01 miles,Compare
Census Tract 163,Census Tract 163,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.19 miles,4
Census Tract 163,Census Tract 163,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.43 miles,8
Census Tract 163,Census Tract 163,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.48 miles,8
Census Tract 163,Census Tract 163,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,3.77 miles,Compare
Census Tract 163,Census Tract 163,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,3.79 miles,7
Census Tract 163,Census Tract 163,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,3.9 miles,3
Census Tract 163,Census Tract 163,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.08 miles,5
Census Tract 163,Census Tract 163,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.31 miles,10
Census Tract 163,Census Tract 163,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.46 miles,3
Census Tract 164,Census Tract 164,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.14 miles,Compare
Census Tract 164,Census Tract 164,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.6 miles,8
Census Tract 164,Census Tract 164,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.85 miles,Compare
Census Tract 164,Census Tract 164,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.09 miles,5
Census Tract 164,Census Tract 164,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.09 miles,3
Census Tract 164,Census Tract 164,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.62 miles,3
Census Tract 164,Census Tract 164,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.68 miles,Compare
Census Tract 164,Census Tract 164,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.05 miles,Compare
Census Tract 164,Census Tract 164,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,2.09 miles,8
Census Tract 164,Census Tract 164,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.15 miles,10
Census Tract 164,Census Tract 164,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.15 miles,5
Census Tract 164,Census Tract 164,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.17 miles,4
Census Tract 164,Census Tract 164,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.25 miles,Compare
Census Tract 164,Census Tract 164,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.6 miles,Compare
Census Tract 164,Census Tract 164,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.03 miles,8
Census Tract 164,Census Tract 164,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.11 miles,8
Census Tract 164,Census Tract 164,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.34 miles,4
Census Tract 164,Census Tract 164,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,3.65 miles,Compare
Census Tract 164,Census Tract 164,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,3.68 miles,7
Census Tract 164,Census Tract 164,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,3.87 miles,3
Census Tract 164,Census Tract 164,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,3.99 miles,10
Census Tract 164,Census Tract 164,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.08 miles,3
Census Tract 164,Census Tract 164,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.16 miles,5
Census Tract 165,Census Tract 165,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.46 miles,8
Census Tract 165,Census Tract 165,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.74 miles,Compare
Census Tract 165,Census Tract 165,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.41 miles,5
Census Tract 165,Census Tract 165,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.41 miles,3
Census Tract 165,Census Tract 165,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.43 miles,Compare
Census Tract 165,Census Tract 165,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,1.94 miles,10
Census Tract 165,Census Tract 165,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,1.94 miles,5
Census Tract 165,Census Tract 165,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.02 miles,Compare
Census Tract 165,Census Tract 165,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.06 miles,3
Census Tract 165,Census Tract 165,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.28 miles,Compare
Census Tract 165,Census Tract 165,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,2.43 miles,8
Census Tract 165,Census Tract 165,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,2.45 miles,8
Census Tract 165,Census Tract 165,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.56 miles,Compare
Census Tract 165,Census Tract 165,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,2.61 miles,8
Census Tract 165,Census Tract 165,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.63 miles,Compare
Census Tract 165,Census Tract 165,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.69 miles,4
Census Tract 165,Census Tract 165,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,3.54 miles,3
Census Tract 165,Census Tract 165,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,3.56 miles,10
Census Tract 165,Census Tract 165,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,3.58 miles,Compare
Census Tract 165,Census Tract 165,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,3.62 miles,7
Census Tract 165,Census Tract 165,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.65 miles,4
Census Tract 165,Census Tract 165,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,3.93 miles,3
Census Tract 165,Census Tract 165,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.37 miles,5
Census Tract 166,Census Tract 166,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,0.68 miles,8
Census Tract 166,Census Tract 166,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.78 miles,Compare
Census Tract 166,Census Tract 166,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.27 miles,5
Census Tract 166,Census Tract 166,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.27 miles,3
Census Tract 166,Census Tract 166,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.5 miles,Compare
Census Tract 166,Census Tract 166,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,1.72 miles,10
Census Tract 166,Census Tract 166,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,1.72 miles,5
Census Tract 166,Census Tract 166,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.94 miles,3
Census Tract 166,Census Tract 166,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.06 miles,Compare
Census Tract 166,Census Tract 166,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.28 miles,Compare
Census Tract 166,Census Tract 166,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.46 miles,Compare
Census Tract 166,Census Tract 166,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,2.47 miles,8
Census Tract 166,Census Tract 166,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.47 miles,Compare
Census Tract 166,Census Tract 166,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,2.51 miles,8
Census Tract 166,Census Tract 166,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.6 miles,4
Census Tract 166,Census Tract 166,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,2.62 miles,8
Census Tract 166,Census Tract 166,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,3.35 miles,Compare
Census Tract 166,Census Tract 166,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,3.39 miles,10
