id,stcnttr,name,addr,level,dist,score
Census Tract 118,Census Tract 118,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,4.01 miles,4
Census Tract 118,Census Tract 118,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.07 miles,10
Census Tract 118,Census Tract 118,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.07 miles,5
Census Tract 118,Census Tract 118,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.47 miles,Compare
Census Tract 118,Census Tract 118,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.84 miles,8
Census Tract 1181,Census Tract 1181,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,1.48 miles,9
Census Tract 1181,Census Tract 1181,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,2.39 miles,9
Census Tract 1181,Census Tract 1181,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,2.45 miles,8
Census Tract 1181,Census Tract 1181,Marin School of Environmental Leadership,"320 Nova Albion Way, San Rafael, CA 94903",9-12,2.46 miles,Compare
Census Tract 1181,Census Tract 1181,Terra Linda High School,"320 Nova Albion Way, San Rafael, CA 94903",9-12,2.54 miles,6
Census Tract 1181,Census Tract 1181,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,2.65 miles,Compare
Census Tract 1181,Census Tract 1181,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,2.68 miles,Compare
Census Tract 1181,Census Tract 1181,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,2.69 miles,5
Census Tract 1181,Census Tract 1181,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,2.79 miles,Compare
Census Tract 1181,Census Tract 1181,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,3.55 miles,3
Census Tract 1181,Census Tract 1181,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,3.55 miles,Compare
Census Tract 119.01,Census Tract 119.01,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.87 miles,Compare
Census Tract 119.01,Census Tract 119.01,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.06 miles,8
Census Tract 119.01,Census Tract 119.01,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.12 miles,Compare
Census Tract 119.01,Census Tract 119.01,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.54 miles,Compare
Census Tract 119.01,Census Tract 119.01,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.89 miles,8
Census Tract 119.01,Census Tract 119.01,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.12 miles,Compare
Census Tract 119.01,Census Tract 119.01,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.12 miles,4
Census Tract 119.01,Census Tract 119.01,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.14 miles,3
Census Tract 119.01,Census Tract 119.01,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.15 miles,5
Census Tract 119.01,Census Tract 119.01,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.15 miles,3
Census Tract 119.01,Census Tract 119.01,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.77 miles,Compare
Census Tract 119.01,Census Tract 119.01,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.68 miles,10
Census Tract 119.01,Census Tract 119.01,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.68 miles,5
Census Tract 119.01,Census Tract 119.01,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.86 miles,4
Census Tract 119.01,Census Tract 119.01,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.01 miles,Compare
Census Tract 119.01,Census Tract 119.01,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.38 miles,8
Census Tract 119.01,Census Tract 119.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.77 miles,8
Census Tract 119.01,Census Tract 119.01,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.88 miles,5
Census Tract 119.01,Census Tract 119.01,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.94 miles,3
Census Tract 119.01,Census Tract 119.01,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.95 miles,Compare
Census Tract 119.01,Census Tract 119.01,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.96 miles,7
Census Tract 119.02,Census Tract 119.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.02 miles,Compare
Census Tract 119.02,Census Tract 119.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.07 miles,Compare
Census Tract 119.02,Census Tract 119.02,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.17 miles,8
Census Tract 119.02,Census Tract 119.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.72 miles,Compare
Census Tract 119.02,Census Tract 119.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.08 miles,4
Census Tract 119.02,Census Tract 119.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.1 miles,Compare
Census Tract 119.02,Census Tract 119.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,2.1 miles,8
Census Tract 119.02,Census Tract 119.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.18 miles,3
Census Tract 119.02,Census Tract 119.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.25 miles,5
Census Tract 119.02,Census Tract 119.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.25 miles,3
Census Tract 119.02,Census Tract 119.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.78 miles,Compare
Census Tract 119.02,Census Tract 119.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.82 miles,10
Census Tract 119.02,Census Tract 119.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.82 miles,5
Census Tract 119.02,Census Tract 119.02,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.85 miles,4
Census Tract 119.02,Census Tract 119.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.23 miles,Compare
Census Tract 119.02,Census Tract 119.02,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.6 miles,8
Census Tract 119.02,Census Tract 119.02,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.88 miles,5
Census Tract 119.02,Census Tract 119.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.95 miles,8
Census Tract 119.02,Census Tract 119.02,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.99 miles,3
Census Tract 1191,Census Tract 1191,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,1.29 miles,9
Census Tract 1191,Census Tract 1191,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,1.36 miles,8
Census Tract 1191,Census Tract 1191,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,1.59 miles,Compare
Census Tract 1191,Census Tract 1191,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,1.71 miles,Compare
Census Tract 1191,Census Tract 1191,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,2.66 miles,5
Census Tract 1191,Census Tract 1191,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,2.72 miles,9
Census Tract 1191,Census Tract 1191,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,2.72 miles,Compare
Census Tract 1191,Census Tract 1191,Marin School of Environmental Leadership,"320 Nova Albion Way, San Rafael, CA 94903",9-12,3.55 miles,Compare
Census Tract 1191,Census Tract 1191,Terra Linda High School,"320 Nova Albion Way, San Rafael, CA 94903",9-12,3.61 miles,6
Census Tract 1191,Census Tract 1191,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,4.14 miles,9
Census Tract 1191,Census Tract 1191,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,4.63 miles,3
Census Tract 1191,Census Tract 1191,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,4.63 miles,Compare
Census Tract 1192.01,Census Tract 1192.01,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,0.53 miles,8
Census Tract 1192.01,Census Tract 1192.01,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,0.56 miles,9
Census Tract 1192.01,Census Tract 1192.01,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,0.56 miles,Compare
Census Tract 1192.01,Census Tract 1192.01,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,0.73 miles,Compare
Census Tract 1192.01,Census Tract 1192.01,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,1.85 miles,5
Census Tract 1192.01,Census Tract 1192.01,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,1.97 miles,Compare
Census Tract 1192.01,Census Tract 1192.01,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,3.56 miles,9
Census Tract 1192.01,Census Tract 1192.01,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,3.77 miles,9
Census Tract 1192.01,Census Tract 1192.01,Marin School of Environmental Leadership,"320 Nova Albion Way, San Rafael, CA 94903",9-12,3.91 miles,Compare
Census Tract 1192.01,Census Tract 1192.01,Terra Linda High School,"320 Nova Albion Way, San Rafael, CA 94903",9-12,3.93 miles,6
Census Tract 1192.01,Census Tract 1192.01,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,4.89 miles,3
Census Tract 1192.01,Census Tract 1192.01,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,4.89 miles,Compare
Census Tract 1192.02,Census Tract 1192.02,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,0.98 miles,Compare
Census Tract 1192.02,Census Tract 1192.02,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,1.01 miles,8
Census Tract 1192.02,Census Tract 1192.02,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,1.05 miles,9
Census Tract 1192.02,Census Tract 1192.02,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,1.14 miles,Compare
Census Tract 1192.02,Census Tract 1192.02,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,1.36 miles,5
Census Tract 1192.02,Census Tract 1192.02,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,1.48 miles,Compare
Census Tract 1192.02,Census Tract 1192.02,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,3.45 miles,9
Census Tract 1192.02,Census Tract 1192.02,Marin School of Environmental Leadership,"320 Nova Albion Way, San Rafael, CA 94903",9-12,3.62 miles,Compare
Census Tract 1192.02,Census Tract 1192.02,Terra Linda High School,"320 Nova Albion Way, San Rafael, CA 94903",9-12,3.62 miles,6
Census Tract 1192.02,Census Tract 1192.02,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,4.2 miles,9
Census Tract 1192.02,Census Tract 1192.02,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,4.55 miles,3
Census Tract 1192.02,Census Tract 1192.02,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,4.55 miles,Compare
Census Tract 120,Census Tract 120,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.57 miles,Compare
Census Tract 120,Census Tract 120,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.09 miles,Compare
Census Tract 120,Census Tract 120,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.13 miles,8
Census Tract 120,Census Tract 120,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.22 miles,Compare
Census Tract 120,Census Tract 120,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.58 miles,8
Census Tract 120,Census Tract 120,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.89 miles,5
Census Tract 120,Census Tract 120,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.89 miles,3
Census Tract 120,Census Tract 120,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.97 miles,3
Census Tract 120,Census Tract 120,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.03 miles,Compare
Census Tract 120,Census Tract 120,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.05 miles,4
Census Tract 120,Census Tract 120,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.62 miles,Compare
Census Tract 120,Census Tract 120,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.38 miles,10
Census Tract 120,Census Tract 120,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.38 miles,5
Census Tract 120,Census Tract 120,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.71 miles,Compare
Census Tract 120,Census Tract 120,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.73 miles,4
Census Tract 120,Census Tract 120,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.09 miles,8
Census Tract 120,Census Tract 120,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.45 miles,8
Census Tract 120,Census Tract 120,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.69 miles,Compare
Census Tract 120,Census Tract 120,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.71 miles,7
Census Tract 120,Census Tract 120,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.72 miles,5
Census Tract 120,Census Tract 120,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.72 miles,3
Census Tract 1200,Census Tract 1200,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,0.32 miles,9
Census Tract 1200,Census Tract 1200,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,0.39 miles,8
Census Tract 1200,Census Tract 1200,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,0.61 miles,Compare
Census Tract 1200,Census Tract 1200,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,0.64 miles,Compare
Census Tract 1200,Census Tract 1200,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,2.68 miles,5
Census Tract 1200,Census Tract 1200,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,2.79 miles,Compare
Census Tract 1200,Census Tract 1200,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,3.15 miles,9
Census Tract 1200,Census Tract 1200,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,3.81 miles,9
Census Tract 1200,Census Tract 1200,Marin School of Environmental Leadership,"320 Nova Albion Way, San Rafael, CA 94903",9-12,4.43 miles,Compare
Census Tract 1200,Census Tract 1200,Terra Linda High School,"320 Nova Albion Way, San Rafael, CA 94903",9-12,4.47 miles,6
Census Tract 121,Census Tract 121,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.84 miles,Compare
Census Tract 121,Census Tract 121,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,0.96 miles,Compare
Census Tract 121,Census Tract 121,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.23 miles,8
Census Tract 121,Census Tract 121,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.55 miles,Compare
Census Tract 121,Census Tract 121,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.95 miles,8
Census Tract 121,Census Tract 121,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.97 miles,4
Census Tract 121,Census Tract 121,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.97 miles,Compare
Census Tract 121,Census Tract 121,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.02 miles,3
Census Tract 121,Census Tract 121,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.07 miles,5
Census Tract 121,Census Tract 121,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.07 miles,3
Census Tract 121,Census Tract 121,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.63 miles,Compare
Census Tract 121,Census Tract 121,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.63 miles,10
Census Tract 121,Census Tract 121,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.63 miles,5
Census Tract 121,Census Tract 121,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.72 miles,4
Census Tract 121,Census Tract 121,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.09 miles,Compare
Census Tract 121,Census Tract 121,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.47 miles,8
Census Tract 121,Census Tract 121,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.74 miles,5
Census Tract 121,Census Tract 121,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.78 miles,8
Census Tract 121,Census Tract 121,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.83 miles,3
Census Tract 121,Census Tract 121,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.86 miles,Compare
Census Tract 121,Census Tract 121,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.87 miles,7
Census Tract 1211,Census Tract 1211,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,0.82 miles,Compare
Census Tract 1211,Census Tract 1211,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,0.99 miles,Compare
Census Tract 1211,Census Tract 1211,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,1.1 miles,8
Census Tract 1211,Census Tract 1211,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,1.14 miles,9
Census Tract 1211,Census Tract 1211,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,2.28 miles,9
Census Tract 1211,Census Tract 1211,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,3.2 miles,5
Census Tract 1211,Census Tract 1211,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,3.34 miles,Compare
Census Tract 1211,Census Tract 1211,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,4.96 miles,9
Census Tract 1212,Census Tract 1212,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,1.61 miles,Compare
Census Tract 1212,Census Tract 1212,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,1.73 miles,Compare
Census Tract 1212,Census Tract 1212,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,1.95 miles,8
Census Tract 1212,Census Tract 1212,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,2.03 miles,9
Census Tract 1212,Census Tract 1212,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,2.78 miles,9
Census Tract 1212,Census Tract 1212,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,3.17 miles,5
Census Tract 1212,Census Tract 1212,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,3.32 miles,Compare
Census Tract 122.01,Census Tract 122.01,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.55 miles,Compare
Census Tract 122.01,Census Tract 122.01,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,0.9 miles,Compare
Census Tract 122.01,Census Tract 122.01,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.25 miles,Compare
Census Tract 122.01,Census Tract 122.01,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.29 miles,8
Census Tract 122.01,Census Tract 122.01,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.68 miles,8
Census Tract 122.01,Census Tract 122.01,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.82 miles,5
Census Tract 122.01,Census Tract 122.01,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.82 miles,3
Census Tract 122.01,Census Tract 122.01,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.83 miles,3
Census Tract 122.01,Census Tract 122.01,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.86 miles,Compare
Census Tract 122.01,Census Tract 122.01,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.88 miles,4
Census Tract 122.01,Census Tract 122.01,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.47 miles,Compare
Census Tract 122.01,Census Tract 122.01,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.35 miles,10
Census Tract 122.01,Census Tract 122.01,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.35 miles,5
Census Tract 122.01,Census Tract 122.01,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.58 miles,4
Census Tract 122.01,Census Tract 122.01,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.82 miles,Compare
Census Tract 122.01,Census Tract 122.01,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.21 miles,8
Census Tract 122.01,Census Tract 122.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.48 miles,8
Census Tract 122.01,Census Tract 122.01,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.58 miles,5
Census Tract 122.01,Census Tract 122.01,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.61 miles,3
Census Tract 122.01,Census Tract 122.01,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.62 miles,Compare
Census Tract 122.01,Census Tract 122.01,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.63 miles,7
Census Tract 122.02,Census Tract 122.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.4 miles,Compare
Census Tract 122.02,Census Tract 122.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.0 miles,Compare
Census Tract 122.02,Census Tract 122.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.07 miles,Compare
Census Tract 122.02,Census Tract 122.02,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.27 miles,8
Census Tract 122.02,Census Tract 122.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.48 miles,8
Census Tract 122.02,Census Tract 122.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.72 miles,5
Census Tract 122.02,Census Tract 122.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.72 miles,3
Census Tract 122.02,Census Tract 122.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.81 miles,3
Census Tract 122.02,Census Tract 122.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.9 miles,Compare
Census Tract 122.02,Census Tract 122.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.94 miles,4
Census Tract 122.02,Census Tract 122.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.47 miles,Compare
Census Tract 122.02,Census Tract 122.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.21 miles,10
Census Tract 122.02,Census Tract 122.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.21 miles,5
Census Tract 122.02,Census Tract 122.02,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.59 miles,4
Census Tract 122.02,Census Tract 122.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.62 miles,Compare
Census Tract 122.02,Census Tract 122.02,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.01 miles,8
Census Tract 122.02,Census Tract 122.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.3 miles,8
Census Tract 122.02,Census Tract 122.02,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.53 miles,Compare
Census Tract 122.02,Census Tract 122.02,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.54 miles,7
Census Tract 122.02,Census Tract 122.02,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.56 miles,3
Census Tract 122.02,Census Tract 122.02,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.57 miles,5
Census Tract 1220,Census Tract 1220,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,2.09 miles,Compare
Census Tract 1220,Census Tract 1220,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,2.11 miles,Compare
Census Tract 1220,Census Tract 1220,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,2.34 miles,8
Census Tract 1220,Census Tract 1220,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,2.43 miles,9
